customer_city,delivery_delay,geolocation_lat,geolocation_lng,seller_city,seller_state,price
Castilho,-13.6,-20.867354287153844,-51.490946419116945,,,
Castro Alves,-19.5,-12.766519043816324,-39.42226067493353,,,
Catalao,-9.927209705372617,-18.169313289470477,-47.94528716278886,,,
Catanduvas,-17.833333333333332,-27.06953596719658,-51.66115317095361,,,
Catarina,-22.0,-6.133503909832699,-39.87784800882841,,,
Catas Altas,-14.4,-20.075812374524446,-43.407344712933394,,,
Catende,-15.428571428571429,-8.664875477141445,-35.72647685307263,,,
Catigua,-14.833333333333334,-21.051838532268377,-49.05964918511663,,,
Catole Do Rocha,-19.0,-6.356076109211577,-37.71994948118462,,,
Catu,-6.0,-12.363611347815041,-38.3820931761956,,,
Catu De Abrantes,-0.5,-12.834529958222602,-38.26449516228337,,,
Catuipe,-14.25,-28.25215528181286,-54.01308358623585,,,
Caturama,-15.0,-13.330602361679098,-42.29279937466008,,,
Cavalcante,-15.0,-13.794530393568444,-47.45830204728151,,,
Caxambu,-11.1875,-21.98054079607979,-44.931758960734925,,,
Caxambu Do Sul,-14.0,-27.156566797236515,-52.886253954811046,,,
Caxias,-10.61111111111111,-4.870978144643634,-43.351540977568504,,,
Caxingo,-6.0,-3.42026003871809,-41.89405656910353,,,
Ceara-Mirim,-24.0,-5.639205503348654,-35.424179435968,,,
Cedral,-4.2103825136612025,-20.284588013271023,-49.11328487196056,,,
Cedro,-18.0,-6.604065242395979,-39.06273540998278,,,
Cedro De Sao Joao,-12.333333333333334,-10.251332239049061,-36.88287643284287,,,
Cedro Do Abaete,-17.0,-19.147111404098304,-45.714540087226354,,,
Ceilandia,-15.0,-15.80545692568839,-48.143886348646895,,,
Celina,-6.5,-19.942115887561506,-40.67228393160809,,,
Celso Ramos,-5.5,-27.63326939554436,-51.33708003869207,,,
Centenario,-9.0,-8.958467204057293,-47.33711355000809,,,
Centenario Do Sul,-13.25,-22.82254038689536,-51.595540138832185,,,
Central,12.0,-11.13679442747616,-42.10633729236847,,,
Central De Santa Helena,-7.0,-18.276242309677663,-42.997849388042006,,,
Centralina,-11.0,-18.58506158476192,-49.2007609687018,,,
Centro Novo Do Maranhao,-5.0,-2.1684834131123454,-46.1599089757423,,,
Cerejeiras,-24.0,-13.192854330518081,-60.82347651477353,,,
Ceres,-12.571428571428571,-15.307023815392226,-49.60597240269831,,,
Cerquilho,-11.733333333333333,-23.166021744924354,-47.74685132764184,,,
Cerrito,-20.0,-31.85139382452731,-52.81069424000328,,,
Cerro Azul,-15.5,-24.828673269117804,-49.263868958166185,,,
Cerro Grande,-22.0,-27.60869029653912,-53.16581406302645,,,
Cerro Grande Do Sul,-14.0,-30.594819619402504,-51.75308973686078,,,
Cerro Largo,-13.571428571428571,-28.146640520757792,-54.73764591989711,,,
Cerro Negro,-11.0,-27.79664291656152,-50.873465382459194,,,
Cesario Lange,-18.0,-23.223664818119676,-47.95776813373915,,,
Ceu Azul,-10.428571428571429,-25.146850289928594,-53.8496268365524,,,
Cezarina,-12.0,-16.980439912262742,-49.770599466379785,,,
Cha De Alegria,-9.0,-7.997070277791265,-35.21069703695403,,,
Cha Grande,-27.0,-8.240204867281301,-35.461294318252115,,,
Chacara,-11.5,-21.67543917374274,-43.220116532743376,,,
Chale,-7.0,-20.04442260404298,-41.69188419299229,,,
Chapada,-6.75,-28.061046485054305,-53.066228351860424,,,
Chapada Do Norte,11.0,-17.092067160502854,-42.54183124753738,,,
Chapada Dos Guimaraes,-9.5,-15.447180272947609,-55.73881502860273,,,
Chapada Gaucha,-6.7444444444444445,-15.303392231176401,-45.62126432548338,,,
Chapadao Do Ceu,-14.875,-18.39673496263302,-52.66318277519461,,,
Chapadao Do Lageado,-9.0,-27.589692033684216,-49.55069677396388,,,
Chapadao Do Sul,-8.142857142857142,-18.79359824781996,-52.625529594378214,,,
Chapadinha,-19.333333333333332,-3.740229730223432,-43.3592611802354,,,
Charqueada,-8.1,-22.51139182807648,-47.7760621953105,,,
Charqueadas,-14.588235294117647,-29.958321998411424,-51.62417591855194,,,
Charrua,-17.0,-27.95372179010726,-52.02551148985606,,,
Chaval,-9.0,-3.0363488848965003,-41.24244375140493,,,
Chavantes,-14.416666666666666,-23.039205640256252,-49.7076457442911,,,
Chaveslandia,5.0,-19.04329047203457,-50.48805214021181,,,
Chiapetta,-15.0,-27.91889257251547,-53.940101831673275,,,
Chopinzinho,-18.75,-25.854474777830944,-52.530101366725184,,,
Chorozinho,-19.0,-4.3149785027321625,-38.48867078143498,,,
Chorrocho,-26.0,-8.945887426499148,-39.07509167031027,,,
Chui,-19.0,-33.68988966175978,-53.45883756892429,,,
Cicero Dantas,-9.555555555555555,-10.59350789825776,-38.38396307994342,,,
Cidade Gaucha,-16.2,-23.3824499464137,-52.94080903541251,,,
Cidade Ocidental,-5.976190476190476,-16.092899976538327,-47.92298016652975,,,
Cidelandia,-9.0,-5.173429220943391,-47.78618987724099,,,
Cidreira,-17.2,-30.182219546520592,-50.2128862623974,,,
Cipo,-7.0,-11.100507705949692,-38.51567136504663,,,
Ciriaco,-8.0,-28.343920451972767,-51.874987846548635,,,
Claraval,-19.0,-20.402210771424148,-47.28558949096743,,,
Claro Dos Pocoes,-2.0,-17.052520290388994,-44.20908628691129,,,
Claudia,-11.75,-11.50424783555679,-54.87589497995396,,,
Clevelandia,-23.666666666666668,-26.407394315957045,-52.35697276480334,,,
Coaraci,-2.5,-14.635468320077548,-39.555892824301225,,,
Coari,-33.0,-4.0921320954888385,-63.14146556924253,,,
Cocais,-14.0,-19.85988959923245,-43.4505340933806,,,
Cocal,-16.857142857142858,-3.4703191166378184,-41.55467749467732,,,
Cocal Do Sul,-18.75,-28.598350790692376,-49.324864480396,,,
Cocalinho,-16.75,-14.392829523171972,-51.002153773631335,,,
Cocalzinho De Goias,-20.0,-15.772626837466342,-48.75952367149415,,,
Cocos,-5.0,-14.180515327120661,-44.535279683867145,,,
Codo,-13.714285714285714,-4.460262737939082,-43.89056332516309,,,
Coelho Neto,-10.333333333333334,-4.254330518906788,-43.01466358951072,,,
Coimbra,-21.0,-20.858309485868322,-42.80163472686738,,,
Coite Do Noia,-27.0,-9.636905726170337,-36.579648529187374,,,
Colider,-17.625,-10.804117216167942,-55.457814273085205,,,
Colina,-13.333333333333334,-20.716373805979746,-48.53553007846859,,,
Colinas,-4.159090909090909,-6.2963401868538815,-44.33405011359549,,,
Colinas Do Tocantins,-8.0,-8.058048139630563,-48.47907983705495,,,
Colmeia,-9.5,-8.7382195451621,-48.75331451668544,,,
Colniza,-13.0,-9.453249707462287,-59.23607285809804,,,
Colombia,-13.8,-20.18074695570274,-48.68731875451995,,,
Colonia Castrolanda,-12.666666666666666,-23.702852723394397,-46.401558774842776,,,
Colonia Jordaozinho,-14.0,-25.53495725335863,-51.50634312648354,,,
Colonia Leopoldina,-19.5,-8.917461148762547,-35.72826044136835,,,
Colonia Vitoria,-6.4,-25.272807023543834,-50.07009121273323,,,
Colorado Do Oeste,-30.0,-13.121102703317453,-60.542165952596896,,,
Coluna,-16.0,-18.23170596814408,-42.8398702128853,,,
Combinado,-19.0,-12.815825348168813,-46.54944753997034,,,
Comendador Levy Gasparian,-18.0,-22.034617918127953,-43.216211844516216,,,
Comercinho,-10.0,-16.29686088242995,-41.79449127044931,,,
Comodoro,-9.428571428571429,-13.658898446615215,-59.784899877562516,,,
Conceicao,-17.0,-7.557231572541984,-38.50649742510898,,,
Conceicao Da Aparecida,-14.2,-21.096506571724447,-46.20470899521939,,,
Conceicao Da Barra,-10.0,-18.57590580024561,-39.73799061638047,,,
Conceicao Da Feira,24.5,-12.4819495675723,-38.994315328859464,,,
Conceicao Da Ibitipoca,17.0,-16.975562820475375,-41.42995619322306,,,
Conceicao Das Alagoas,-17.333333333333332,-19.920926340183403,-48.37500192645633,,,
Conceicao Das Pedras,-12.0,-22.15918225282117,-45.45315023231735,,,
Conceicao De Macabu,-9.75,-22.08725594546256,-41.867523558957856,,,
Conceicao Do Almeida,-16.0,-12.778727957031728,-39.1672475336007,,,
Conceicao Do Araguaia,-17.857142857142858,-8.263631958491526,-49.272878880588316,,,
Conceicao Do Caninde,-14.0,-7.890645272673301,-41.580049904177066,,,
Conceicao Do Castelo,-18.4,-20.35910741681785,-41.248844218978284,,,
Conceicao Do Coite,-13.222222222222221,-11.571257730571732,-39.278683461874856,,,
Conceicao Do Jacuipe,-3.0,-12.318715538209583,-38.774635039489745,,,
Conceicao Do Mato Dentro,-13.666666666666666,-19.02991877113074,-43.42796737041204,,,
Conceicao Do Para,-20.0,-19.750341800213576,-44.897056103998494,,,
Conceicao Do Rio Verde,-16.8,-21.882744754401482,-45.08754587452989,,,
Conceicao Do Tocantins,-14.333333333333334,-12.213492519387147,-47.29696779642373,,,
Conceicao Dos Ouros,-20.0,-22.4138186696643,-45.796240249306244,,,
Conchas,-15.0,-23.01968280089398,-48.01232176637028,,,
Concordia Do Para,-10.333333333333334,-1.9961261493335212,-47.945499753175405,,,
Condado,-20.75,-7.587710043104442,-35.10230029118218,,,
Conde,6.5,-11.816688190640768,-37.61817879401775,,,
Condeuba,-13.0,-14.900026681406255,-41.969655003492775,,,
Confins,-2.0,-19.633921848206363,-43.98533035003189,,,
Confresa,-15.571428571428571,-10.645054403197715,-51.570957083729404,,,
Congonhinhas,-13.0,-23.553600742564264,-50.549811899062306,,,
Conquista,-14.0,-19.932442561455698,-47.55283005574778,,,
Conquista D'Oeste,-9.0,-14.554974102416653,-59.52865023752151,,,
Conrado,-17.0,-22.55031023802451,-43.58231553334699,,,
Conselheiro Mairinck,-21.0,-23.623814650764025,-50.169558178646284,,,
Conselheiro Pena,-14.933333333333334,-19.166118817543197,-41.472417449499105,,,
Conservatoria,-6.0,-22.286340844101506,-43.92066645107361,,,
Constantina,-22.0,-27.732302084883024,-52.99559638996003,,,
Contenda,-10.0,-25.679028140860197,-49.53479279342728,,,
Coqueiro Baixo,-15.5,-29.18047999999994,-52.089344249999954,,,
Coqueiros Do Sul,-14.0,-28.118553226627522,-52.78245270110114,,,
Coracao De Jesus,-13.333333333333334,-16.651445048332288,-44.34140245613036,,,
Coracao De Maria,-20.0,-12.229142870679011,-38.75779408975453,,,
Corbelia,-13.666666666666666,-24.79643974840067,-53.29854711087059,,,
Cordeiro,-13.0,-22.026526909860518,-42.36704656911488,,,
Cordeiros,-15.0,-15.039130514791909,-41.93424912333965,,,
Coreau,-7.0,-3.565613787717737,-40.66340418345001,,,
Coremas,-16.666666666666668,-7.017753908367577,-37.94459407059917,,,
Corguinho,-18.0,-19.8204494466906,-54.868759743647864,,,
Coribe,-15.125,-13.82636769411824,-44.455369997618625,,,
Corinto,-14.363636363636363,-18.365776648493224,-44.45449981655925,,,
Coroaci,-9.0,-18.62004409639249,-42.282696824070776,,,
Coroados,-9.0,-21.355608751024228,-50.28458365330202,,,
Coroata,-13.0,-4.130050796980661,-44.126408932984674,,,
Coromandel,-11.24,-18.476114447525084,-47.19592749585146,,,
Coronel Domingos Soares,-7.0,-26.224443703744928,-52.03014345171145,,,
Coronel Freitas,-18.0,-26.906839405656374,-52.703695647886406,,,
Coronel Joao Pessoa,-38.0,-6.269911522563417,-38.44684652249315,,,
Coronel Joao Sa,-7.666666666666667,-10.286031786894595,-37.92728132669332,,,
Coronel Macedo,-22.5,-23.6306670890583,-49.312936316821386,,,
Coronel Martins,-7.5,-26.51197406846876,-52.66907658962485,,,
Coronel Murta,-6.0,-16.61337660675407,-42.1824030628496,,,
Coronel Pacheco,-12.0,-21.593698960032746,-43.27374596923992,,,
Coronel Sapucaia,-15.0,-23.271105234210403,-55.52976645106317,,,
Coronel Vivida,-17.0,-25.984477875505878,-52.56794200558744,,,
Corrego Danta,-23.0,-19.82452943769596,-45.90600533483145,,,
Corrego Fundo,1.0,-20.448179580998403,-45.55714376473549,,,
Correia Pinto,-10.181818181818182,-27.584855462162363,-50.36487261734861,,,
Corrente,-5.75,-10.433578062871431,-45.16433455226117,,,
Correntes,-35.0,-9.130222956872599,-36.328720148830016,,,
Correntina,-15.5,-13.35161340730992,-44.65165942504372,,,
Cortes,-13.5,-8.473358034899954,-35.54297277924132,,,
Corumba,-6.918716577540107,-19.013924958261683,-57.64977869643746,,,
Corumba De Goias,-17.5,-15.925142544290155,-48.80939129374584,,,
Corumbaiba,-14.5,-18.140870348480473,-48.563751798550605,,,
Corumbatai,-13.5,-22.225176351975943,-47.62416484701587,,,
Corumbatai Do Sul,-16.0,-24.100902984412,-52.11706917509925,,,
Corupa,-16.0,-26.431883532793933,-49.248355034750766,,,
Coruripe,-15.666666666666666,-10.125415703620787,-36.17492670902943,,,
Cosmorama,-12.833333333333334,-20.480205877584517,-49.77610512226493,,,
Costa Marques,-15.5,-12.38106212920627,-64.21397956666598,,,
Costa Rica,-10.0,-18.541364737361565,-53.13290502831458,,,
Cotegipe,-6.0,-11.979841005568474,-44.257830232786795,,,
Cotipora,-12.0,-28.992813138118642,-51.69763388620952,,,
Cotriguacu,-13.5,-9.893592423384597,-58.56815822601755,,,
Couto De Magalhaes,-6.5,-8.362465519935853,-49.17640130092166,,,
Coxilha,-6.5,-28.126926574906292,-52.29683663059865,,,
Crateus,-18.22222222222222,-5.1786803560323245,-40.667794237052355,,,
Crato,-18.12171052631579,-7.2336445308717225,-39.41192633528303,,,
Cravolandia,-11.0,-13.358401910184204,-39.81379177931384,,,
Crisolita,-15.0,-17.25475946795466,-40.98250132268879,,,
Crisopolis,-15.666666666666666,-11.510070619375213,-38.15165773141932,,,
Crissiumal,-11.5,-27.497760379397167,-54.099666301142626,,,
Cristais,-17.666666666666668,-20.874938612976404,-45.515882761181196,,,
Cristais Paulista,-15.0,-20.4080284698599,-47.41759351087773,,,
Cristal,-15.666666666666666,-31.001221637027804,-52.048233270664475,,,
Cristalandia,-12.333333333333334,-10.602957751524896,-49.19543707598355,,,
Cristalia,-13.666666666666666,-16.719068093902173,-42.865027431634786,,,
Cristalina,-7.875,-16.769631199943184,-47.61047015170376,,,
Cristiano Otoni,-13.5,-20.827395462227155,-43.80914028829522,,,
Cristina,-7.714285714285714,-22.210769226338826,-45.26406668085717,,,
Cristinapolis,-17.0,-11.476632358828466,-37.75550801771327,,,
Cristopolis,-12.0,-12.234605118781829,-44.40931445761246,,,
Crixas,-17.875,-14.540484082452839,-49.96941063718645,,,
Croata,-14.0,-4.405888831703216,-40.900084686100975,,,
Crominia,-19.0,-17.28903223581148,-49.37533402471243,,,
Crucilandia,-13.0,-20.3935608280402,-44.33833209025473,,,
Cruz,-12.142857142857142,-2.913517864881369,-40.18948768128991,,,
Cruz Alta,-15.667231638418079,-28.642384984394976,-53.60552125821514,,,
Cruz Das Almas,-15.0,-12.669575109908285,-39.10375410905095,,,
Cruz Machado,-15.666666666666666,-26.013640845544646,-51.34665638523545,,,
Cruzalia,-6.333333333333333,-22.743475625478546,-50.78786138581713,,,
Cruzeiro Da Fortaleza,-23.0,-18.9482951036627,-46.672828113171775,,,
Cruzeiro Do Iguacu,-11.0,-25.60364258556875,-53.12533840447595,,,
Cruzeiro Do Oeste,-16.857142857142858,-23.804841608515627,-53.02511550877523,,,
Cruzeiro Do Sul,-26.89430894308943,-15.407724709663034,-65.31690991850104,,,
Cruzilia,-16.0,-21.83889966335762,-44.810404231373695,,,
Cubatao,-9.51037421267136,-23.90465754383448,-46.41787583849578,,,
Cubati,-7.5,-6.864666489937521,-36.35278643177158,,,
Cuite,-25.0,-6.4847888718060425,-36.15227812899862,,,
Cujubim,-24.0,-9.362648885422901,-62.58308511989003,,,
Cumari,-14.0,-18.26475442537532,-48.149793546319394,,,
Cumaru,-0.5,-8.010542385495333,-35.69929680773797,,,
Cunha,-13.285714285714286,-23.070013051285418,-44.954714849014685,,,
Cunha Pora,-8.0,-26.891789834035563,-53.17175011562608,,,
Cupira,-5.0,-8.610039861901058,-35.95290294383694,,,
Curaca,2.6666666666666665,-8.972736915689614,-39.8845934420039,,,
Curiuva,-9.0,-24.038078430041544,-50.456946662776296,,,
Currais Novos,8.714285714285714,-6.2592801900803785,-36.51894640010061,,,
Curral De Cima,-23.0,-6.718979212776461,-35.26602567205188,,,
Curralinho,-5.0,-1.8138764882946974,-49.79711471751994,,,
Curuca,-19.333333333333332,-0.733590389370634,-47.8534718069169,,,
Cururupu,-6.666666666666667,-1.8277169850103405,-44.870550609129545,,,
Curvelandia,-12.0,-15.616296479848687,-57.913695524545346,,,
Curvelo,-13.119047619047619,-18.762327968880047,-44.43282597611914,,,
Custodia,-19.2,-8.089387839941432,-37.644476630260755,,,
Damianopolis,-18.0,-14.559383840770632,-46.17453147637189,,,
Dario Meira,-20.0,-14.432375799097857,-39.90464236110711,,,
Datas,-16.0,-18.448031073075487,-43.65867375891575,,,
David Canabarro,-22.5,-28.38950000392729,-51.84312216673542,,,
Delfim Moreira,-35.0,-22.50645109962877,-45.27700841837705,,,
Delfinopolis,-18.666666666666668,-20.35335273630025,-46.84264478598426,,,
Delmiro Gouveia,-12.0,-9.382637662719493,-38.00906892336496,,,
Demerval Lobao,-18.0,-5.359049826487595,-42.676173264855365,,,
Denise,-12.5,-14.728493804630778,-57.049455317874916,,,
Deodapolis,-2.5,-22.254423915758686,-54.16191206032909,,,
Deputado Irapuan Pinheiro,-12.0,-5.870758885883481,-39.25646754303497,,,
Descoberto,-16.0,-21.460287627286068,-42.96379799733871,,,
Desembargador Otoni,5.0,-17.69612838188239,-43.33154901160038,,,
Desterro,-14.0,-7.289328572200058,-37.08906656945403,,,
Desterro De Entre Rios,-9.0,-20.65860022691881,-44.32998705148934,,,
Desterro Do Melo,-9.0,-21.148926512528384,-43.51364099878391,,,
Dezesseis De Novembro,-15.0,-28.224737142759942,-55.050531492753265,,,
Diamante D'Oeste,-12.0,-24.942648190021544,-54.103996701861185,,,
Diamante Do Norte,-14.6,-22.65933104237836,-52.86367324080965,,,
Diamantina,-14.037037037037036,-18.240526693334473,-43.60062122455876,,,
Diamantino,-21.571428571428573,-14.393547173712024,-56.431779714552896,,,
Dianopolis,-8.428571428571429,-11.628339466646455,-46.82150359445086,,,
Dias D Avila,-13.0,-12.613335402339558,-38.30095545324636,,,
Dias D'Avila,-16.52173913043478,-12.61333540233956,-38.30095545324636,,,
Diogo De Vasconcelos,-4.5,-20.48633867199591,-43.198575464436615,,,
Dionisio,-20.0,-19.838328499245982,-42.76576338832541,,,
Dionisio Cerqueira,-10.666666666666666,-26.25917704640215,-53.6355194648393,,,
Diorama,-14.5,-16.23446846169556,-51.257943717326235,,,
Divinesia,-22.0,-20.989465832674494,-43.00505550978175,,,
Divino,-13.538461538461538,-20.609610596946112,-42.14652885926335,,,
Divino Das Laranjeiras,-13.0,-18.883925492157726,-41.52309182712558,,,
Divino De Sao Lourenco,-10.0,-20.617912353901264,-41.68835153581051,,,
Divinolandia,-11.0,-21.661378682175805,-46.73678336601149,,,
Divinolandia De Minas,-11.8,-18.801562387083273,-42.612663481061595,,,
Divinopolis De Goias,-11.0,-13.284321049318722,-46.422388450530356,,,
Divinopolis Do Tocantins,-12.0,-9.801086860973687,-49.2151278751265,,,
Divisa Alegre,-18.5,-15.72400438155449,-41.34215453822162,,,
Divisa Nova,-6.0,-21.509945362887084,-46.195571061551966,,,
Dobrada,-7.5,-21.519380895002403,-48.39245717341274,,,
Dois Irmaos,-13.941176470588236,-29.587907225845438,-51.091415185314816,,,
Dois Irmaos Do Buriti,-12.666666666666666,-20.682183349466033,-55.283295320302706,,,
Dois Riachos,-5.0,-9.387081056889096,-37.08918597630651,,,
Dois Vizinhos,-12.74074074074074,-25.748767627245034,-53.05991416601496,,,
Dom Aquino,-14.333333333333334,-15.809257150469994,-54.92155100494774,,,
Dom Basilio,-14.333333333333334,-13.778424390343478,-41.76896292352097,,,
Dom Cavati,-16.0,-19.378116021062066,-42.10883358852514,,,
Dom Eliseu,-20.4,-4.288843018315868,-47.5626268266854,,,
Dom Feliciano,-15.8,-30.70365895663064,-52.108219041164794,,,
Dom Joaquim,-14.0,-18.95864952019773,-43.25528565178073,,,
Dom Macedo Costa,7.0,-12.906137934124084,-39.192076256892555,,,
Dom Pedrito,-19.0,-30.979333230497247,-54.669509563773126,,,
Dom Pedro,-8.0,-5.036805707517341,-44.43793200223785,,,
Dom Silverio,-24.25,-20.16340463187172,-42.968187369983085,,,
Dom Vicoso,-17.5,-22.250396887281365,-45.15653951584628,,,
Dona Emma,-4.0,-26.987028948795228,-49.728597395095534,,,
Dona Euzebia,-15.5,-21.316679182386043,-42.813553208427955,,,
Dona Francisca,-19.5,-29.623614166223486,-53.35582431678566,,,
Dores De Guanhaes,,-19.05524754807231,-42.92625944489234,,,
Dores Do Indaia,-13.428571428571429,-19.46651813416311,-45.60031301345413,,,
Dores Do Rio Preto,-3.75,-20.68807524514508,-41.846127359330204,,,
Dormentes,-27.0,-8.44617819121274,-40.76792402168036,,,
Douradina,-12.0,-23.382482308084317,-53.29169365730963,,,
Dourado,-11.508083140877599,-22.11174797110308,-48.31450968103754,,,
Dourados,-11.552882621318954,-22.2246514530814,-54.81106054183157,,,
Doutor Camargo,-9.0,-23.554710585490156,-52.21842075679833,,,
Doutor Ulysses,-20.0,-24.57105625396671,-49.41868811394218,,,
Doverlandia,-15.0,-16.728310600360718,-52.321534301132914,,,
